# Date of fit: 10-Aug-2014 19:44:32
# Who did the fit: Byeongdu
# Computer name: LEELATITUDE
# fit parameter ============= 
r0 626.22300000 1 325.00000000 975.00000000
sig0 51.17920000 1 0.00000000 80.00000000
I0 0.00000000 1 0.00000000 0.00000000
r1 100.00000000 0 NaN NaN
sig1 10.00000000 0 NaN NaN
I1 0.00000000 0 NaN NaN
D 100.00000000 0 NaN NaN
vf 0.00000000 0 NaN NaN
powI 0.00000000 1 0.00000000 0.00000000
PorodExp -4.00000000 0 NaN NaN
poly1 -0.00097779 1 -0.01781250 0.00750000
poly2 0.00000000 1 0.00000000 0.00000000
poly3 0.00000000 0 NaN NaN
poly4 0.00000000 0 NaN NaN
# data ====================== 
0.00153361 666.13435589 594.36191000
0.00159346 618.64053990 567.69894000
0.00165332 578.99018959 540.71362000
0.00171318 545.57294317 515.30618000
0.00177304 517.17109217 495.53320000
0.00183290 492.86561097 478.30795000
0.00189276 471.82676520 459.82293000
0.00195262 453.53567840 444.53464000
0.00201248 437.49499588 431.10816000
0.00207233 423.25311372 418.19197000
0.00213219 410.62029006 407.89238000
0.00219205 399.23464527 398.92352000
0.00225191 388.92832479 390.50929000
0.00231177 379.59462293 380.79675000
0.00237163 370.94556778 371.74937000
0.00243149 362.99442162 364.88962000
0.00249134 355.61509575 357.29054000
0.00255120 348.66340029 350.29971000
0.00261106 342.15680459 344.77969000
0.00267092 335.98133847 337.49166000
0.00273078 330.09742275 331.38458000
0.00279064 324.48940734 326.12564000
0.00285050 319.08476010 320.95877000
0.00291036 313.87864663 315.06260000
0.00297021 308.83998160 309.90276000
0.00303007 303.94241990 304.16736000
0.00308993 299.17308400 299.63609000
0.00314979 294.51179328 295.35049000
0.00320965 289.94620180 290.88604000
0.00326951 285.46778100 285.34205000
0.00332937 281.05949965 280.80784000
0.00338922 276.71556349 275.67312000
0.00344908 272.43273669 271.89250000
0.00350894 268.20302273 267.69057000
0.00356880 264.01573427 263.06633000
0.00362866 259.87158022 258.94636000
0.00368852 255.76737156 254.88764000
0.00374838 251.69608694 250.51666000
0.00380824 247.65700462 246.05731000
0.00386809 243.64946780 242.42431000
0.00392795 239.66737244 238.65061000
0.00398781 235.71503654 234.09417000
0.00404767 231.78668461 230.71242000
0.00410753 227.88151573 226.84687000
0.00416739 224.00475996 223.07657000
0.00422725 220.14534454 219.40005000
0.00428710 216.31524840 215.02158000
0.00434696 212.50511503 211.37452000
0.00440682 208.71796295 208.12109000
0.00446668 204.95774727 204.66429000
0.00452654 201.21085834 200.59300000
0.00458640 197.50387328 196.31899000
0.00464626 193.81023902 192.52052000
0.00470612 190.14123701 189.19646000
0.00476597 186.50734667 185.63197000
0.00482583 182.88400495 182.07254000
0.00488569 179.30162580 178.82170000
0.00494555 175.74115383 175.10806000
0.00500541 172.20256070 171.49303000
0.00506527 168.70452273 168.25871000
0.00512513 165.22590559 165.07991000
0.00518498 161.78190003 161.57489000
0.00524484 158.36924168 158.03243000
0.00530470 154.98461710 154.96789000
0.00536456 151.63428503 151.76981000
0.00542442 148.31550077 148.23347000
0.00548428 145.02841425 144.79629000
0.00554414 141.78053030 141.82772000
0.00560399 138.56717963 139.24238000
0.00566385 135.38605141 136.14510000
0.00572371 132.23784685 132.69389000
0.00578357 129.13257366 129.82895000
0.00584343 126.06457367 126.37242000
0.00590329 123.03100519 123.80599000
0.00596315 120.03487063 120.70490000
0.00602301 117.08294407 117.40836000
0.00608286 114.16637035 114.74728000
0.00614272 111.28994960 111.73230000
0.00620258 108.45746643 108.74518000
0.00626244 105.65532181 106.00041000
0.00632230 102.90793527 103.42827000
0.00638216 100.19507552 100.78886000
0.00644202 97.51364993 97.97604300
0.00650187 94.90169342 95.69791400
0.00656173 92.30086367 92.99943700
0.00662159 89.76005777 90.27758900
0.00668145 87.27051046 87.85060400
0.00674131 84.78173162 85.25218400
0.00680117 82.39324216 82.71755800
0.00686103 80.01773458 80.35586000
0.00692089 77.66963200 77.97552800
0.00698074 75.40729552 75.58018100
0.00704060 73.14831410 73.60882600
0.00710046 70.95194312 71.35288800
0.00716032 68.80416072 69.12717200
0.00722018 66.67670679 66.86298700
0.00728004 64.61690903 64.81309500
0.00733990 62.58731554 62.75218200
0.00739975 60.60177142 60.58437600
0.00745961 58.66465140 58.70415400
0.00751947 56.76385069 57.04090700
0.00757933 54.90748998 55.13158300
0.00763919 53.09282691 53.14365000
0.00769905 51.31718955 51.43307800
0.00775891 49.58994020 49.57965000
0.00781876 47.90432826 47.90117200
0.00787862 46.25493462 46.45427400
0.00793848 44.64174601 44.79406300
0.00799834 43.07968556 42.94501100
0.00805820 41.55548026 41.58561900
0.00811806 40.06611284 40.13990300
0.00817792 38.61637826 38.69014800
0.00823778 37.21081093 37.21874300
0.00829763 35.83966724 35.94794900
0.00835749 34.50809742 34.51635300
0.00841735 33.21448052 33.16163000
0.00847721 31.95160568 31.98069900
0.00853707 30.73638404 30.88437500
0.00859693 29.54927456 29.61626900
0.00865679 28.39345125 28.51831300
0.00871664 27.29190136 27.35578800
0.00877650 26.19959046 26.26133500
0.00883636 25.15785161 25.16409100
0.00889622 24.15448637 24.24927500
0.00895608 23.15177700 23.30959500
0.00901594 22.22505328 22.22997000
0.00907580 21.30861423 21.29810200
0.00913565 20.40731591 20.57207500
0.00919551 19.57327728 19.64023200
0.00925537 18.74006245 18.79372800
0.00931523 17.94383124 18.05180900
0.00937509 17.18767687 17.40374700
0.00943495 16.43989285 16.61957300
0.00949481 15.73545327 15.90153700
0.00955467 15.05419134 15.23130200
0.00961452 14.39449544 14.48704100
0.00967438 13.76721266 13.88879300
0.00973424 13.16149800 13.27149900
0.00979410 12.58007530 12.70812700
0.00985396 12.02422721 12.08689800
0.00991382 11.48896943 11.55689800
0.00997368 10.97991290 11.04446700
0.01003353 10.49429170 10.68256500
0.01009339 10.02733606 10.20925800
0.01015325 9.57875499 9.72777880
0.01021311 9.15723872 9.27198120
0.01027297 8.75354323 8.92121680
0.01033283 8.36643243 8.54972080
0.01039269 7.99908526 8.19551980
0.01045255 7.65224408 7.70236390
0.01051240 7.32101660 7.37972920
0.01057226 7.00813053 7.14503090
0.01063212 6.71086183 6.86547220
0.01069198 6.42814097 6.54033450
0.01075184 6.16493012 6.24192390
0.01081170 5.91228795 6.01737290
0.01087156 5.67502595 5.79039240
0.01093141 5.45699306 5.55670740
0.01099127 5.24251450 5.29292690
0.01105113 5.04963671 5.12980530
0.01111099 4.86854268 4.97441150
0.01117085 4.68843844 4.87330650
0.01123071 4.53607136 4.74273290
0.01129057 4.38673537 4.50311330
0.01135042 4.24142031 4.31053450
0.01141028 4.12048848 4.24363340
0.01147014 3.99958941 4.15136390
0.01153000 3.88742959 4.05213030
0.01158986 3.79139912 3.91345720
0.01164972 3.69622802 3.81905070
0.01170958 3.61227872 3.71717440
0.01176943 3.53796638 3.66651470
0.01182929 3.46700460 3.57859550
0.01188915 3.40539445 3.50435580
0.01194901 3.35034892 3.47466180
0.01200887 3.30009478 3.39732190
0.01206873 3.25706540 3.37565810
0.01212859 3.21880240 3.30951980
0.01218844 3.18564256 3.31205460
0.01224830 3.15853119 3.30283130
0.01230816 3.13529781 3.26637120
0.01236802 3.11555730 3.22644240
0.01242788 3.10130996 3.22312230
0.01248774 3.09031243 3.17939510
0.01254760 3.08210644 3.20982160
0.01260746 3.07785348 3.22127340
0.01266731 3.07664588 3.18546500
0.01272717 3.07766946 3.16574290
0.01278703 3.08171069 3.18745900
0.01284689 3.08742482 3.21323210
0.01290675 3.09568911 3.19698490
0.01296661 3.10604814 3.16966270
0.01302646 3.11684993 3.17746310
0.01308632 3.13072058 3.19887250
0.01314618 3.14510941 3.23638330
0.01320604 3.15976538 3.29472320
0.01326590 3.17748030 3.31440020
0.01332576 3.19431219 3.27582160
0.01338562 3.21164838 3.31807250
0.01344548 3.23092277 3.30896710
0.01350533 3.24956741 3.34769650
0.01356519 3.26827236 3.36546320
0.01362505 3.28774708 3.35057370
0.01368491 3.30722217 3.36221500
0.01374477 3.32545224 3.42671960
0.01380463 3.34475306 3.43624550
0.01386449 3.36375123 3.42648400
0.01392434 3.38085826 3.43016160
0.01398420 3.39911344 3.47136260
0.01404406 3.41622666 3.47485910
0.01410392 3.43203211 3.51644980
0.01416378 3.44817330 3.54336620
0.01422364 3.46290661 3.53657680
0.01428350 3.47678623 3.52212540
0.01434336 3.49026605 3.58599290
0.01440321 3.50219217 3.60387520
0.01446307 3.51328174 3.60762460
0.01452293 3.52357594 3.62394340
0.01458279 3.53264880 3.60830780
0.01464265 3.54049040 3.59142810
0.01470251 3.54725053 3.60602320
